"user_id","user_name","user_real_name","user_password","user_newpassword","user_email","user_options","user_touched","user_token","user_email_authenticated","user_email_token","user_email_token_expires","user_registration","user_newpass_time","user_editcount","user_password_expires"
26624,"JoonaZZ","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121116225144,NULL,974,NULL
26671,"Ezarate","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117001336,NULL,84,NULL
26686,"MatthewVanitas","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117004136,NULL,93,NULL
26709,"Константин Кудинов","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117013004,NULL,26,NULL
26763,"Ozhistory","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117030404,NULL,24,NULL
26779,"H2NCH2COOH","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117033655,NULL,339,NULL
26780,"Qa003qa003","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117033720,NULL,576,NULL
26781,"Joe Decker","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117034104,NULL,3154,NULL
26820,"LuisArmandoRasteletti","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117045509,NULL,39,NULL
26828,"SumanaKoundinya","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117052107,NULL,17,NULL
26840,"Balou46","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117055026,NULL,5661,NULL
26853,"Bipinkdas","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117060639,NULL,53,NULL
26871,"Voceditenore","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117063739,NULL,56,NULL
26889,"Schwalbe","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117071605,NULL,218,NULL
26913,"AussieLegend","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117075447,NULL,27,NULL
26921,"Dzyadyk","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117081106,NULL,46,NULL
26923,"RLuts","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117081158,NULL,285,NULL
26930,"Huangjinghai","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117083103,NULL,91,NULL
26933,"Rohini","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117083232,NULL,33,NULL
26950,"Trevj","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117085211,NULL,11,NULL
26997,"Itw","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117102059,NULL,65,NULL
27007,"Ghostrider","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117103204,NULL,12,NULL
27008,"Gençfenerbahçeli98","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117103241,NULL,387,NULL
27036,"Carschten","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117111109,NULL,12,NULL
27037,"Marianne Casamance","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117111304,NULL,58,NULL
27040,"Gopase+f","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117111445,NULL,44,NULL
27054,"Chris-Quattro","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117113319,NULL,42,NULL
27095,"Juanje 2712","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117122935,NULL,10,NULL
27103,"Việt Chi","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117123912,NULL,180,NULL
27112,"KWiki","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117124516,NULL,4479,NULL
27165,"Ynhockey","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117134448,NULL,37,NULL
27175,"Lonet","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117135909,NULL,476,NULL
27187,"A","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117142129,NULL,59,NULL
27202,"Inc ru","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117143837,NULL,13,NULL
27218,"Dirtlawyer1","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117145249,NULL,367,NULL
27222,"Seudo","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117145715,NULL,15,NULL
27225,"Allen4names","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117145954,NULL,3576,NULL
27230,"Kospo75","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117150455,NULL,384,NULL
27241,"ŁuxG8","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117151302,NULL,24,NULL
27247,"Arsenikk","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117151656,NULL,297,NULL
27251,"Vibhijain","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117151922,NULL,122,NULL
27255,"Draceane","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117152141,NULL,1431,NULL
27269,"Wikijens","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117154514,NULL,9118,NULL
27283,"MacArthur1945","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117155843,NULL,430,NULL
27326,"Jyril","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117163413,NULL,1532,NULL
27340,"Mateusthunder","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117164348,NULL,15,NULL
27361,"さえぼー","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117171316,NULL,96,NULL
27366,"UltraRainbows","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117171540,NULL,213,NULL
27370,"Yanki14","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117171632,NULL,21,NULL
27425,"Daveed93","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117181420,NULL,43,NULL
27436,"Reaperman","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117182357,NULL,1445,NULL
27454,"Coldbolt","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117184733,NULL,153,NULL
27480,"It Is Me Here","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117191711,NULL,1509,NULL
27492,"Holger.Waldenb.","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117192836,NULL,74,NULL
27535,"Sappelle-gorre","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117202621,NULL,12,NULL
27555,"Gálaniitoluodda","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117205012,NULL,434,NULL
27559,"Super lombric","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117205312,NULL,58,NULL
27589,"Loupeznik","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117213400,NULL,13,NULL
27641,"Stefan","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117224341,NULL,22,NULL
27656,"O8447","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117231640,NULL,52,NULL
27674,"Bwmoll3","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117234826,NULL,11,NULL
27680,"Gabriel Yuji","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121117235543,NULL,865,NULL
27683,"Sasuke88","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118000147,NULL,222,NULL
27690,"Neutrality","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118000917,NULL,37,NULL
27697,"Pyraechmes","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118002406,NULL,22,NULL
27700,"Jsmith1000","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118003215,NULL,83,NULL
27714,"Magen","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118010958,NULL,35,NULL
27737,"Spartaz","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118020818,NULL,12,NULL
27751,"Lacon432","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118024455,NULL,11,NULL
27764,"Haltiamieli","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118030912,NULL,700,NULL
27786,"Ksmuthukrishnan","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118034910,NULL,22,NULL
27792,"84user","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118035728,NULL,17,NULL
27801,"הסרפד","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118040711,NULL,53,NULL
27804,"Pizza1016","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118040916,NULL,357,NULL
27808,"白色思想","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118041447,NULL,63,NULL
27813,"SurfAst","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118041832,NULL,10,NULL
27827,"Morino3","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118043859,NULL,10,NULL
27840,"Jimp","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118051038,NULL,72,NULL
27857,"Nirmal Dulal","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118053851,NULL,1036,NULL
27886,"Lakokat","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118063402,NULL,7533,NULL
27904,"Maxx","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118070039,NULL,548,NULL
27911,"Az1568","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118071150,NULL,23,NULL
27931,"Mpaa","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118073631,NULL,2058,NULL
27959,"Zhangjintao","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118081625,NULL,98,NULL
27967,"Kismalac","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118083245,NULL,38,NULL
27994,"RomkeHoekstra","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118092238,NULL,899,NULL
28025,"A29323913","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118095740,NULL,12,NULL
28045,"The Theosophist","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118101822,NULL,34,NULL
28046,"Geertivp","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118101919,NULL,440,NULL
28048,"ShaVas","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118102359,NULL,107,NULL
28061,"Kordas","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118103825,NULL,37,NULL
28081,"Fastboy","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118111522,NULL,104,NULL
28085,"Samat","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118111611,NULL,17,NULL
28099,"Flavio46","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118113211,NULL,17,NULL
28130,"Илья Яковлев","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118115715,NULL,15,NULL
28131,"Сунприат","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118115719,NULL,990,NULL
28147,"Hangsna","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118121755,NULL,840,NULL
28155,"アルトクール","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118122812,NULL,196,NULL
28168,"Joxerrazabala","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118124746,NULL,49,NULL
28199,"Parkhwangkang","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118132054,NULL,63,NULL
28202,"Superzen","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118132254,NULL,17,NULL
28207,"Bhny","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118133110,NULL,20,NULL
28289,"Irish1991","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118145252,NULL,49,NULL
28294,"Atlantia","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118145422,NULL,3364,NULL
28301,"Tntchn","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118150516,NULL,2976,NULL
28310,"George miranda do nascimento","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118151225,NULL,25,NULL
28325,"FakirNL","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118152715,NULL,69185,NULL
28330,"Barcex","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118153307,NULL,51565,NULL
28338,"Alifazal","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118154149,NULL,148,NULL
28366,"Racconish","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118161910,NULL,74,NULL
28383,"Charan Gill","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118163512,NULL,4030,NULL
28391,"C.Nilsson","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118164325,NULL,56,NULL
28396,"Aced","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118164646,NULL,1190,NULL
28414,"Shkod","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118170144,NULL,1992,NULL
28421,"LLM","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118171246,NULL,241,NULL
28434,"Migraghvi","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118172856,NULL,40,NULL
28441,"HerrMister","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118173718,NULL,27,NULL
28449,"Solidale","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118174647,NULL,51,NULL
28450,"Rhym","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118174845,NULL,686,NULL
28458,"AddisWang","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118175523,NULL,807,NULL
28481,"ShaGuarF1","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118181251,NULL,61,NULL
28486,"Szalakóta","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118181946,NULL,20,NULL
28493,"Zt610152145","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118182731,NULL,119,NULL
28510,"DerekWinters","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118184153,NULL,23,NULL
28551,"Donperfectodewiki","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118192319,NULL,21,NULL
28553,"Queix","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118192431,NULL,210,NULL
28555,"Panzer","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118192702,NULL,4299,NULL
28563,"MarcoV99","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118193316,NULL,47,NULL
28582,"SZERVÁC Attila","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118200057,NULL,114,NULL
28598,"Biedronki","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118201304,NULL,18,NULL
28644,"Semso98","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118210226,NULL,1102,NULL
28655,"Lasius","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118211338,NULL,487,NULL
28657,"Camilo Sanchez","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118211355,NULL,129,NULL
28667,"Vysotsky","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118212318,NULL,276,NULL
28671,"Lucky102","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118213057,NULL,104,NULL
28708,"Stunteltje","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118220746,NULL,1008,NULL
28757,"Wikifreund","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118225953,NULL,672,NULL
28758,"Mormegil","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118230101,NULL,2331,NULL
28761,"Rotget","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118230201,NULL,75,NULL
28769,"Bubamara","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118231432,NULL,163,NULL
28776,"Acmilanmalta1","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118231847,NULL,1016,NULL
28795,"Leonellus Pons","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118234348,NULL,84,NULL
28805,"Andrevruas","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121118235558,NULL,230,NULL
28859,"Ladsgroup","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119012651,NULL,4188,NULL
28969,"Yotwen","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119043526,NULL,905,NULL
28972,"SantyXDz","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119044337,NULL,40,NULL
29003,"Choess","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119052516,NULL,46,NULL
29017,"Dr Lol","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119060246,NULL,135,NULL
29025,"Pallerti","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119061727,NULL,4430,NULL
29070,"Ovedc","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119074922,NULL,220,NULL
29116,"Lukeno94","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119085916,NULL,15,NULL
29142,"MS10EL","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119093252,NULL,514,NULL
29154,"Hammadi2100","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119095009,NULL,415,NULL
29163,"颓猥翁","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119095547,NULL,13,NULL
29166,"Pinus","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119095758,NULL,542,NULL
29222,"Hannibal","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119110243,NULL,95,NULL
29272,"Harlock81","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119120148,NULL,925,NULL
29283,"Anas1712","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119121252,NULL,24,NULL
29308,"Korpio8","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119123700,NULL,12,NULL
29329,"Salix alba","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119125743,NULL,10,NULL
29356,"Praveenp","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119133012,NULL,246,NULL
29364,"Pc3021","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119133730,NULL,75,NULL
29380,"Victor Lopes","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119134911,NULL,501,NULL
29387,"Rtc","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119135335,NULL,26,NULL
29411,"Gzyeah","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119142224,NULL,10,NULL
29412,"Ulflarsen","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119142434,NULL,156,NULL
29518,"Verteber","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119160003,NULL,199,NULL
29528,"Sahityapremi","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119161107,NULL,219,NULL
29530,"Ferry Zed","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119161123,NULL,42,NULL
29535,"Zellfaze","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119161420,NULL,675,NULL
29545,"Bonaber","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119162534,NULL,18,NULL
29569,"Ivan bea","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119164728,NULL,267,NULL
29580,"Grin","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119165533,NULL,166,NULL
29597,"J3D3","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119171032,NULL,605,NULL
29599,"Uleli","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119171126,NULL,17,NULL
29607,"Storkk","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119171430,NULL,183,NULL
29614,"Achim55","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119171938,NULL,37,NULL
29629,"Esc2003","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119173351,NULL,1335,NULL
29641,"User 699","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119174359,NULL,52,NULL
29704,"MarkTraceur","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119184312,NULL,53,NULL
29734,"مشعل الحربي","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119191610,NULL,81,NULL
29740,"Nubifer","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119192132,NULL,107,NULL
29749,"Asaifm","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119193151,NULL,17,NULL
29776,"The Polish","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119195500,NULL,1404,NULL
29787,"Gac","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119200131,NULL,135,NULL
29790,"MirkoS18","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119200247,NULL,107,NULL
29797,"Petronas","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119200751,NULL,76355,NULL
29798,"Coro95","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119200808,NULL,59,NULL
29808,"Cobra bubbles","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119201542,NULL,214,NULL
29838,"Gire 3pich2005","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119204137,NULL,2164,NULL
29848,"חיים 7","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119205026,NULL,928,NULL
29864,"Jagro","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119205914,NULL,12,NULL
29871,"Simo82","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119210107,NULL,1009,NULL
29904,"Lappon","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119212735,NULL,1126,NULL
29917,"Wavelength","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119213934,NULL,26,NULL
29927,"Baisulis","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119215335,NULL,543,NULL
29985,"Sahaquiel9102","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119230527,NULL,94,NULL
29995,"François Melchior","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119231720,NULL,10,NULL
30011,"Wolfark89","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121119235438,NULL,975,NULL
30100,"燃玉","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120021850,NULL,19,NULL
30140,"אבגד","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120032813,NULL,3451,NULL
30205,"Tiptoety","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120053001,NULL,134,NULL
30212,"Daniill96","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120054441,NULL,130,NULL
30250,"Int21h","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120063634,NULL,116,NULL
30253,"Киберрыба","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120063854,NULL,336,NULL
30269,"Pratyya Ghosh","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120070250,NULL,331,NULL
30276,"Jamiri","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120071510,NULL,67,NULL
30278,"Alborzagros","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120071943,NULL,1241,NULL
30294,"Spacepotato","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120074140,NULL,12,NULL
30344,"Tambo","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120085239,NULL,105,NULL
30348,"C.Koltzenburg","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120085900,NULL,20,NULL
30377,"Alex Blokha","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120094043,NULL,51,NULL
30411,"In twilight","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120103035,NULL,44,NULL
30458,"Optimist on the run","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120112818,NULL,10,NULL
30488,"Moscow Connection","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120121845,NULL,5006,NULL
30495,"Sir Lothar","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120123103,NULL,1231,NULL
30509,"Excirial","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20121120124539,NULL,7668,NULL
